question_id,SelfProb,OtherProb,gap_abs,gap_signed,direction,pmax,margin,correct,entropy,correct_answer,question_text
sqa_test_0227098556a959b5231dd6baed0245081c786753058d7a0cf8dbebac2c8152da,0.5306944081299284,0.0372825323806466,0.4934118757492818,0.4934118757492818,Self>Other,0.7515821558170526,0.5362502565235536,1.0,0.670156823541379,A,
sqa_test_1215fa2d1ee9186c75c96c26d6adc91f1eb4282d00d28092fdd2fa3d14ab9200,0.712004994858979,0.027657476094425478,0.6843475187645535,0.6843475187645535,Self>Other,0.999642468767058,0.9995026771600795,1.0,0.003585119822361387,C,
sqa_test_1d6c1c8c4342066408110a7349266ffcd9403faecddb14ef5d577ffc2c82eba3,0.42386494364589333,0.0644664995910526,0.3593984440548407,0.3593984440548407,Self>Other,0.8023405888966297,0.6629146966184947,1.0,0.6382427873441843,A,
sqa_test_20d084df9d7565f16ca67c2fa338e73fc4527114b094ea39e33a4f16b438750f,0.478652636709372,0.028549626172129305,0.4501030105372427,0.4501030105372427,Self>Other,0.9974382361637225,0.9949658338772425,1.0,0.018272288921585448,B,
sqa_test_20dffbea5716c531a77979d8a6c40e019b3c0fe73a78dd3515c6fd1a489aff67,0.5248242640689659,0.04768784934198541,0.4771364147269805,0.4771364147269805,Self>Other,0.9997772221135741,0.9996187960377356,1.0,0.0022727405900070125,D,
sqa_test_3dd34561876ebf7e37841ffdc986cd3d87db3626558b39502994d7de071da475,0.49131755167066055,0.11495358408143258,0.37636396758922797,0.37636396758922797,Self>Other,0.9998144466406115,0.9996746310146017,1.0,0.0019150779244443527,B,
sqa_test_3e384ddfeb267e45a04abb7823562a816bc5e757335efca51e532abe274084f7,0.34003445361374995,0.028771492981826255,0.3112629606319237,0.3112629606319237,Self>Other,0.6208768572331298,0.24429599619222897,1.0,0.680238761202999,B,
sqa_test_6bea9cdc64fc2f576e4c337bca834f9074293f18319489a0210aaeb371d642de,0.8153704328365489,0.1329900484569413,0.6823803843796076,0.6823803843796076,Self>Other,0.9998488383448814,0.99975274124813,0.0,0.001618249131335378,B,
sqa_test_8e12cf0b4ea504403976485e99f13f469492029ac64dec21a92f2b014ba5e183,0.9491778876341986,0.025112807944562086,0.9240650796896366,0.9240650796896366,Self>Other,0.9999538220276746,0.9999371210961068,0.0,0.0005578213586276605,C,
sqa_test_98346bc0d022ba0823bd709ec3c59a6486b23f0bb9ee4da1c587a5acb35df035,0.4712478511154254,0.10003780442643662,0.37121004668898877,0.37121004668898877,Self>Other,0.9954286273828645,0.9913605379005398,0.0,0.030987181419277195,C,
sqa_test_9a2eea65cb48b8e7ce6532236545e7ce3d5d0d48762fc6aba5a53299f6915b86,0.8267977880472608,0.03478956818068809,0.7920082198665727,0.7920082198665727,Self>Other,0.9999788209739796,0.9999658139487022,1.0,0.0002666680116087634,B,
sqa_test_9d6461c01ef5e4a76979b171cd5f30c6219297d9bb191f4e0959becc6e88d336,0.7210934257299346,0.0262562781741063,0.6948371475558284,0.6948371475558284,Self>Other,0.9999400755381729,0.9999157761572403,1.0,0.0007076175079878977,A,
sqa_test_9d7286985a26c4ee2c1e1a3356b2deae6f41fe2d4246ac34be309c3e4ccac196,0.9446878717814068,0.17040163102782924,0.7742862407535775,0.7742862407535775,Self>Other,0.9999736813071176,0.9999493811154144,1.0,0.00031224402560868866,B,
sqa_test_a2ee0f9e1d81123b42bd6b4ee113fbf4020314b184b1aa0d92e3ca9044caff21,0.8614584987031367,0.05602673891687314,0.8054317597862636,0.8054317597862636,Self>Other,0.9891361423930478,0.9824713970424808,1.0,0.06785155138684845,A,
sqa_test_a5a8e9ef594ee09aed97f76fe279d0fcbf91b927076d1601de65112dc8490a8e,0.6808373140231487,0.17173453915862052,0.5091027748645283,0.5091027748645283,Self>Other,0.999437085392127,0.9991018117016209,1.0,0.0052318207767729705,A,
sqa_test_c94b1a17b966eb719c053c8d2ec316d0744b11200381179543fe554abef3ed7e,0.6722891242242177,0.03301173731493235,0.6392773869092854,0.6392773869092854,Self>Other,0.8463815783967323,0.6993025291964612,0.0,0.46007851747963546,C,
sqa_test_d370c9537bcdee79fa11c26172e4a520a2fda9bfd0f4169c6328f547b71fcd8c,0.7510621164765896,0.037491026076964244,0.7135710903996254,0.7135710903996254,Self>Other,0.9999771361343607,0.9999681965614647,0.0,0.00029213763552835947,B,
sqa_test_d8a702dde7845cefdccfa1b74b12e71e3e8177bd9b85a735b2ef40eb5bb977ec,0.4825654958500479,0.1481778509221308,0.33438764492791706,0.33438764492791706,Self>Other,0.6023204532570449,0.23699463138463706,0.0,0.8064079103061896,C,
sqa_test_df33c2d3a04e34dd1801adbfad5c8a5c58d1b3cff29d342b59d03d1f18cfea17,0.7244512080979085,0.06044992698939247,0.6640012811085161,0.6640012811085161,Self>Other,0.8897443103112774,0.8167096411173439,0.0,0.44306069537242154,B,
sqa_test_f8ed4c657cf25c8582e23bfbf82e52d7b83558f3db7cbff84cc7eda43c170f36,0.712801221238585,0.028093753767625972,0.684707467470959,0.684707467470959,Self>Other,0.9999561076749058,0.9999249061706056,1.0,0.0005170749664999026,B,
